plate,road,speed
MZ8312RB,R80,29.2
ZJ2050HE,R80,27.5
ML9502ZC,R80,31.5
DZ5050EL,R80,29.2
RN4645HX,R80,27.8
TQ8622TR,R80,26.5
BC4143JQ,R80,29.3
YU6028IH,R80,30.0
MT6314GK,R80,28.0
VD2393CY,R80,33.3
TC9181EC,R80,29.0
VU5255RG,R80,28.5
OX3210XY,R80,30.0
KI5802MC,R80,28.0
AJ4939LX,R80,28.5
BD8806DE,R80,29.8
BV1093RP,R80,31.1
NL7689UD,R80,32.2
EH9123KA,R80,29.7
DB8597UR,R80,29.7
HW8149PY,R80,29.3
UF3809ND,R80,29.6
WG2291LL,R80,26.9
TP2262BK,R80,29.5
EH5437YA,R80,29.6
JI1938IK,R80,29.5
IQ8811HR,R80,29.1
YC7566QA,R80,27.0
XL2036PK,R80,28.2
OB2366KH,R80,27.6
RL6475NW,R80,29.7
GC4668WC,R80,26.9
CG8515BO,R80,29.4
ZM7206NJ,R80,25.9
SL3767UE,R80,29.3
IC9905SM,R80,29.1
MZ5611HZ,R80,26.6
WD2757AY,R80,28.7
DS5307MD,R80,29.3
YR8764GP,R80,28.7
HA3920GB,R80,38.6
BI3321EC,R80,26.5
MU2575FE,R80,28.2
ZC8174LK,R80,25.5
AV6448UB,R80,29.7
PI6733RO,R80,28.7
ZU7854TJ,R80,29.5
IT6047VU,R80,28.8
LC3957XX,R80,29.3
KI5662SD,R80,25.8
GW8023GL,R80,27.0
CE5281QC,R80,29.5
MJ6131AS,R80,26.1
BV8602ZB,R80,28.3
KO8116RF,R80,33.2
VM6308CB,R80,28.6
ZY3459ZQ,R80,31.6
BM3859RS,R80,30.3
RI7656SV,R80,25.4
FX7952LC,R80,29.1
UL2434WE,R80,27.8
GL2489KJ,R80,28.2
BE8812XM,R80,28.1
YY5948UJ,R80,29.7
DI3790DH,R80,29.5
FO1391SM,R80,26.8
HA6837MU,R80,27.6
MH6640LD,R80,28.7
UR5999BA,R80,28.8
OY9972MW,R80,28.9
ZU2778AF,R80,27.4
GG7309MF,R80,27.6
BI9609XE,R80,25.9
LJ9255GB,R80,28.9
JC8051BK,R80,29.4
ML5168CV,R80,29.8
XH6340LR,R80,27.3
JE1206CJ,R80,28.2
BR6199QC,R80,29.2
BT1928ZQ,R80,25.9
UN2902ME,R80,29.6
VH3517DO,R80,28.7
KA9434HG,R80,26.3
CD5611ZW,R80,29.2
WE7258DY,R80,26.3
OF8090ZW,R80,29.3
TA7041NF,R80,27.2
FI2489KG,R80,27.6
LU6937AX,R80,30.0
SN5730YN,R80,28.2
JH1275LB,R80,29.6
SJ4279WL,R80,27.1
VC8826IM,R80,28.3
GG1819BP,R80,29.3
UW9261LO,R80,32.0
NT7705SE,R80,29.9
UA4926ME,R80,30.0
XX7531ZS,R80,28.1
RV6905YA,R80,26.7
EV7446LV,R80,29.2
GQ8056MD,R80,29.2
ZY6270FJ,R80,29.9
CO7224RO,R80,26.2
JL5277OR,R80,29.7
CK4138ON,R80,27.8
BX7993DY,R80,28.6
HE6879HJ,R80,29.9
GJ6353PQ,R80,29.3
ON7164HA,R80,28.6
HB9119ST,R80,28.7
UW4496EV,R80,28.1
WW1525JW,R80,27.6
GZ3641JG,R80,29.7
QO4862RC,R80,34.7
WK4720KI,R80,29.8
HF5869SZ,R80,29.7
BM6390SX,R80,28.9
UN7098CJ,R80,32.9
GD6549KS,R80,28.6
AM7994OX,R80,26.6
JQ8331IG,R80,25.8
GO7244VE,R80,26.1
WR3221CD,R80,27.5
SH9909JK,R80,28.2
NE3662ZT,R80,29.2
TD4756PQ,R80,28.5
EA6854GD,R80,28.2
KD7836ZH,R80,28.1
HE3735OP,R80,29.0
TS8912EN,R80,27.2
PX1484PY,R80,27.1
WI3671MC,R80,29.5
XN9737CV,R80,26.2
OX9273GS,R80,29.0
DD9389JL,R80,29.2
ZE1087UK,R80,27.0
SW3369HT,R80,27.5
DB9233CW,R80,29.7
WZ7162FR,R80,28.4
YP6937VT,R80,29.3
FZ3246KL,R80,31.1
DH9913LN,R80,29.0
OC8449KR,R80,28.7
CP6254OP,R80,29.4
AX3877PH,R80,33.0
YD6581WI,R80,29.6
RS2905YW,R80,29.6
OY6213SB,R80,29.5
FE4142PF,R80,29.2
EL9209HH,R80,27.0
IS5201ZA,R80,28.5
QN2221MA,R80,29.7
ZW3382XC,R80,29.9
EU4438ZC,R80,28.8
DE7837VB,R80,28.8
GN5878LC,R80,30.1
RJ7752VD,R80,29.8
EL1351WW,R80,29.3
MC3670AH,R80,27.4
GQ1266HV,R80,29.2
II9753QC,R80,27.9
TO7184DY,R80,24.1
PJ8967GM,R80,29.9
DX1906RR,R80,27.7
TB6343ZF,R80,27.6
BJ7962VZ,R80,29.1
GJ3420LA,R80,27.3
MD4328LG,R80,28.6
OJ6174SI,R80,29.7
RZ6951DF,R80,29.7
MB2132SO,R80,33.8
UX2394DB,R80,29.7
WO9332GK,R80,32.8
DO8844SA,R80,27.7
CV3346IZ,R80,28.6
WK9747LN,R80,28.9
KJ6073WA,R80,28.2
LJ3031KO,R80,28.7
OX7500JD,R80,28.9
YJ5419BG,R80,29.4
RQ5895UF,R80,28.3
UL6893CN,R80,27.7
GR9940LA,R80,27.8
NI4853GL,R80,28.3
EC4391HB,R80,25.1
OR6612VZ,R80,29.9
GZ1731ZL,R80,28.6
OC9268FR,R80,28.1
DK1786II,R80,29.6
CU1470DG,R80,29.9
IT3181KT,R80,29.6
JY3213DZ,R80,29.3
KA8466PA,R80,29.7
JU8155FT,R80,30.7
MF1250VF,R80,29.3
HP5125GG,R80,27.2
FD5729QC,R80,28.8
YP2252LT,R80,27.5
AH7706CB,R80,28.4
ZV5256AG,R80,30.1
HB7654TG,R80,27.8
GW2556FA,R80,29.2
XZ2477TJ,R80,26.5
IE9432EV,R80,29.3
ZE1692WU,R80,30.0
WN4600BX,R80,29.0
DI5144YH,R80,28.9
BR8968RT,R80,28.3
PY1008VK,R80,29.4
DV8279BQ,R80,28.9
KF3584QU,R80,29.2
HP4824NA,R80,39.1
GI3241IE,R80,29.0
IU9527DJ,R80,29.5
XX5608BU,R80,28.2
JL2050TX,R80,29.6
OI7685AJ,R80,27.4
NL5081UB,R80,29.7
WN8824EI,R80,29.9
ZJ1873LW,R80,28.3
FY6351SQ,R80,29.4
AN1288XK,R80,30.0
NG4758MO,R80,27.9
BR2856HQ,R80,28.5
UO7570GY,R80,27.8
JR1848DF,R80,26.0
VZ6186WH,R80,26.1
AU6645SP,R80,29.2
MW4945SW,R80,24.7
IJ1036MS,R80,29.5
CQ4429QW,R80,29.4
QQ9437EK,R80,30.0
PY7192RF,R80,29.7
AN4574DD,R80,29.5
CM3177FM,R80,26.4
PM4025TG,R80,30.0
IU1109KA,R80,27.2
ZV5994XH,R80,29.4
OT7291SW,R80,28.7
SB1920JS,R80,31.0
XE5765WS,R80,28.9
UV1910EJ,R80,25.6
EE8525EL,R80,27.8
IL6961YA,R80,26.9
MT6594QC,R80,29.0
NX1702YU,R80,27.3
RC6437RQ,R80,29.1
TW5911WS,R80,27.1
BA7238VB,R80,29.9
HB5315IH,R80,28.4
DE1126QY,R80,28.5
UG9643WK,R80,27.7
MA8229LO,R80,29.6
UD1272PH,R80,29.7
KW6962FX,R80,29.9
SU5169PY,R80,28.4
MM2657NI,R80,31.5
XH8382FH,R80,29.6
BV5189YH,R80,29.5
TF3242PK,R80,27.2
BX7257YM,R80,27.8
JZ6113GM,R80,27.8
SW3911WE,R80,27.8
SW2195VL,R80,30.0
CJ1071QS,R80,28.6
VO1010FO,R80,30.4
PM9777JO,R80,27.3
ZN2359TM,R80,29.1
NE4718AY,R80,28.8
BV7453JR,R80,29.3
FV8374PA,R80,28.2
FA1867UO,R80,28.1
PF1073RX,R80,29.6
QS2608YU,R80,28.8
QD7799IA,R80,29.8
XI9025YB,R80,28.8
UY9662ZM,R80,29.8
YN8896QS,R80,29.2
PZ5432NL,R80,29.5
ZR6902LA,R80,28.8
HJ8709CN,R80,30.0
